date,region,product,sales_rep,units_sold,unit_price,revenue,profit_margin,customer_satisfaction
2023-09-14,Asia Pacific,Gaming Consoles,David Wilson,20,459.01,9180.16,0.282,4.2
2024-04-08,Latin America,Smartphones,Henry Taylor,17,640.45,10887.67,0.323,3.7
2021-05-30,Middle East & Africa,Laptops,Alice Johnson,22,721.29,15868.38,0.346,5.0
2021-06-16,Middle East & Africa,Laptops,Carol Davis,21,770.81,16187.09,0.215,4.6
2022-03-15,Asia Pacific,Smartphones,David Wilson,20,556.97,11139.42,0.343,4.5
2022-08-24,Europe,Smart TVs,Bob Smith,26,586.48,15248.37,0.302,4.4
2020-02-07,North America,Smartphones,Eva Brown,14,529.88,7418.29,0.251,4.3
2023-09-13,North America,Gaming Consoles,Henry Taylor,25,332.48,8311.98,0.171,4.2
2021-11-02,Europe,Smartphones,Carol Davis,22,567.39,12482.56,0.278,3.7
2023-10-21,Latin America,Smart Watches,Alice Johnson,22,225.67,4964.7,0.293,4.2
2022-09-03,Europe,Smart Watches,Frank Miller,19,226.4,4301.62,0.151,4.5
2024-09-23,Europe,Laptops,Henry Taylor,30,810.27,24308.03,0.246,4.6
2024-06-17,Asia Pacific,Tablets,Frank Miller,19,262.7,4991.24,0.265,3.8
2022-09-27,Asia Pacific,Smart Watches,Carol Davis,20,223.41,4468.12,0.16,3.9
2024-11-17,North America,Gaming Consoles,Carol Davis,43,431.02,18533.78,0.248,4.3
2022-07-14,Asia Pacific,Laptops,Frank Miller,24,941.0,22584.12,0.216,3.6
2021-10-05,Middle East & Africa,Smartphones,Alice Johnson,29,690.09,20012.53,0.291,4.2
2022-05-17,Asia Pacific,Smart Watches,Bob Smith,20,249.32,4986.49,0.266,3.8
2022-06-30,Asia Pacific,Smartphones,Bob Smith,26,625.0,16250.05,0.174,3.6
2020-07-13,Latin America,Smart Watches,Carol Davis,26,250.18,6504.78,0.306,4.8
2022-02-08,Europe,Smartphones,Carol Davis,17,485.81,8258.76,0.22,4.6
2024-12-27,Middle East & Africa,Smart TVs,Frank Miller,31,766.9,23773.9,0.313,3.7
2024-02-06,Asia Pacific,Laptops,Alice Johnson,21,756.36,15883.47,0.193,4.5
2022-04-05,North America,Laptops,Grace Lee,19,721.33,13705.22,0.315,4.2
2023-09-23,Asia Pacific,Headphones,Carol Davis,15,162.85,2442.71,0.189,4.5
2024-03-09,Latin America,Smart Watches,David Wilson,20,210.06,4201.24,0.212,4.5
2020-07-02,Europe,Laptops,Carol Davis,18,901.62,16229.18,0.319,4.3
2021-04-11,Middle East & Africa,Laptops,Alice Johnson,24,881.16,21147.73,0.341,4.7
2024-02-03,Middle East & Africa,Laptops,Grace Lee,15,702.43,10536.52,0.329,4.2
2020-10-20,Asia Pacific,Laptops,Eva Brown,19,722.27,13723.14,0.246,4.1
2022-06-09,Latin America,Smart TVs,Alice Johnson,21,742.22,15586.64,0.273,4.0
2022-03-07,Middle East & Africa,Cameras,Grace Lee,26,479.65,12470.9,0.249,4.5
2020-03-14,North America,Gaming Consoles,Eva Brown,19,342.12,6500.27,0.238,4.2
2022-09-18,Middle East & Africa,Laptops,Bob Smith,19,831.77,15803.61,0.311,3.7
2021-04-14,Middle East & Africa,Smart Watches,Grace Lee,21,207.83,4364.51,0.165,4.8
2024-07-18,Latin America,Headphones,Bob Smith,40,167.54,6701.74,0.195,4.5
2022-11-28,Europe,Laptops,Alice Johnson,22,798.03,17556.7,0.342,4.7
2023-01-10,Latin America,Smartphones,David Wilson,23,557.91,12831.84,0.294,4.5
2021-06-11,Europe,Cameras,Eva Brown,25,509.52,12738.08,0.278,3.9
2021-09-30,Middle East & Africa,Tablets,Alice Johnson,16,340.85,5453.65,0.29,4.7
2021-04-12,Europe,Smart Watches,Alice Johnson,17,277.18,4712.03,0.234,4.6
2024-10-22,North America,Headphones,Alice Johnson,19,147.89,2809.93,0.276,4.2
2022-09-19,Asia Pacific,Smart Watches,David Wilson,20,273.55,5471.04,0.283,3.7
2024-12-29,Middle East & Africa,Headphones,Carol Davis,42,169.24,7108.02,0.158,4.1
2022-09-06,North America,Smartphones,Henry Taylor,21,699.99,14699.88,0.291,4.5
2021-10-22,North America,Laptops,Alice Johnson,23,762.54,17538.42,0.194,4.7
2022-11-22,North America,Headphones,Frank Miller,43,171.01,7353.44,0.35,4.8
2024-01-01,Middle East & Africa,Smart TVs,Carol Davis,16,645.28,10324.5,0.185,4.7
2023-01-23,North America,Gaming Consoles,Bob Smith,24,367.33,8815.96,0.328,4.8
2024-08-12,Asia Pacific,Smart TVs,David Wilson,22,819.36,18025.88,0.342,3.8
2021-11-26,Middle East & Africa,Headphones,Alice Johnson,34,160.86,5469.34,0.225,3.7
2021-12-22,Europe,Smart Watches,Grace Lee,31,252.73,7834.69,0.327,4.8
2022-04-14,Europe,Smart Watches,Eva Brown,11,245.0,2695.03,0.217,4.2
2024-07-21,Middle East & Africa,Smart Watches,Frank Miller,27,220.02,5940.42,0.214,4.4
2023-04-16,Middle East & Africa,Tablets,Frank Miller,21,336.95,7076.0,0.188,3.7
2020-04-04,Middle East & Africa,Laptops,Carol Davis,25,909.38,22734.6,0.21,4.0
2023-07-09,North America,Tablets,Henry Taylor,22,260.95,5740.97,0.214,5.0
2020-07-28,Latin America,Smartphones,Bob Smith,14,705.01,9870.17,0.256,4.4
2023-06-09,Asia Pacific,Smart Watches,Frank Miller,28,231.17,6472.77,0.211,4.8
2020-11-25,Latin America,Laptops,Grace Lee,24,939.52,22548.44,0.286,4.1
2020-03-30,Latin America,Laptops,David Wilson,23,650.73,14966.9,0.262,4.5
2024-02-19,Latin America,Tablets,Grace Lee,18,273.54,4923.65,0.266,3.6
2023-07-26,Asia Pacific,Cameras,Bob Smith,16,410.94,6574.99,0.231,3.8
2022-11-11,Middle East & Africa,Smartphones,Henry Taylor,15,649.81,9747.13,0.243,4.7
2023-01-14,Latin America,Tablets,Henry Taylor,18,344.95,6209.15,0.263,4.3
2021-02-06,Latin America,Smart TVs,Frank Miller,15,597.37,8960.57,0.311,5.0
2021-03-09,North America,Smartphones,Alice Johnson,10,701.14,7011.41,0.176,4.2
2023-04-02,North America,Gaming Consoles,David Wilson,20,427.15,8542.99,0.342,4.4
2023-09-23,Latin America,Smart TVs,Grace Lee,12,822.15,9865.77,0.323,5.0
2021-03-09,Asia Pacific,Laptops,Eva Brown,23,866.81,19936.52,0.2,4.0
2022-01-31,Asia Pacific,Gaming Consoles,Bob Smith,18,463.57,8344.22,0.254,4.2
2020-08-15,North America,Headphones,David Wilson,17,143.98,2447.59,0.32,4.3
2021-06-16,North America,Tablets,Carol Davis,20,312.43,6248.59,0.337,3.8
2022-03-06,North America,Headphones,Grace Lee,17,127.38,2165.51,0.347,4.0
2020-11-20,Middle East & Africa,Gaming Consoles,David Wilson,24,455.1,10922.5,0.198,4.1
2023-11-26,North America,Laptops,Henry Taylor,27,839.8,22674.58,0.281,3.6
2023-04-29,Europe,Laptops,Bob Smith,19,784.52,14905.97,0.321,4.9
2020-11-12,Latin America,Laptops,David Wilson,19,772.31,14673.87,0.191,4.8
2021-12-03,North America,Tablets,Eva Brown,30,268.39,8051.64,0.296,3.7
2024-07-04,Middle East & Africa,Smart TVs,Henry Taylor,30,593.17,17795.08,0.153,4.0
2020-08-20,Latin America,Smart TVs,Carol Davis,20,674.95,13498.93,0.196,3.7
2024-06-30,Europe,Gaming Consoles,Henry Taylor,22,349.27,7683.93,0.236,5.0
2024-01-20,Europe,Smart TVs,Henry Taylor,27,712.21,19229.58,0.281,4.1
2022-10-24,North America,Headphones,Frank Miller,21,126.28,2651.87,0.315,3.8
2021-09-10,Europe,Gaming Consoles,Eva Brown,19,400.57,7610.85,0.31,4.2
2021-05-16,Asia Pacific,Headphones,Grace Lee,23,135.46,3115.62,0.327,4.4
2020-11-02,Asia Pacific,Gaming Consoles,Grace Lee,36,478.73,17234.45,0.176,4.7
2024-10-16,Latin America,Gaming Consoles,Henry Taylor,26,406.0,10555.97,0.16,3.5
2023-01-24,North America,Smart Watches,Bob Smith,14,241.1,3375.34,0.28,4.6
2021-02-19,Latin America,Gaming Consoles,Carol Davis,17,336.93,5727.78,0.276,3.6
2021-04-12,Latin America,Smart Watches,Grace Lee,21,226.25,4751.27,0.174,4.3
2020-01-29,Middle East & Africa,Cameras,Grace Lee,20,528.2,10564.02,0.33,3.7
2021-05-11,Latin America,Smart Watches,Frank Miller,22,217.14,4777.08,0.166,4.5
2021-07-03,Asia Pacific,Cameras,Grace Lee,32,599.95,19198.34,0.199,4.6
2024-02-16,Middle East & Africa,Smart TVs,David Wilson,14,752.73,10538.26,0.271,4.9
2023-08-09,Asia Pacific,Cameras,Carol Davis,17,407.18,6922.04,0.333,4.0
2024-03-04,North America,Smartphones,Eva Brown,23,530.64,12204.76,0.288,3.8
2021-04-12,Europe,Smart Watches,Grace Lee,25,265.98,6649.41,0.177,4.5
2021-10-22,Latin America,Tablets,Bob Smith,22,275.09,6051.91,0.291,4.6
2024-01-29,Europe,Tablets,Eva Brown,19,338.53,6432.06,0.168,4.5
2021-10-03,North America,Cameras,David Wilson,25,504.43,12610.63,0.23,4.0
2022-06-20,Europe,Headphones,Eva Brown,19,140.19,2663.57,0.268,4.2
2020-06-10,Middle East & Africa,Headphones,Eva Brown,13,142.69,1855.0,0.309,4.8
2021-06-16,Asia Pacific,Smartphones,Henry Taylor,30,713.53,21405.93,0.346,3.9
2023-02-11,Europe,Gaming Consoles,Carol Davis,19,433.2,8230.87,0.156,4.8
2022-06-09,North America,Tablets,Alice Johnson,26,283.0,7358.09,0.187,4.5
2020-03-26,Latin America,Gaming Consoles,Grace Lee,14,383.48,5368.67,0.338,3.7
2021-07-31,Asia Pacific,Gaming Consoles,Alice Johnson,30,358.54,10756.21,0.176,4.6
2024-05-20,Middle East & Africa,Gaming Consoles,Grace Lee,17,436.87,7426.73,0.257,4.9
2024-09-16,Asia Pacific,Laptops,David Wilson,16,858.58,13737.32,0.282,4.9
2023-01-23,Europe,Smart TVs,David Wilson,16,624.5,9991.94,0.262,3.7
2020-12-09,Middle East & Africa,Tablets,David Wilson,28,253.62,7101.23,0.2,4.7
2020-11-27,North America,Smart TVs,Carol Davis,36,615.59,22161.31,0.249,4.6
2023-06-22,Europe,Cameras,Bob Smith,26,456.09,11858.41,0.296,3.9
2021-02-12,Europe,Gaming Consoles,Eva Brown,13,454.22,5904.89,0.156,4.3
2020-07-22,Europe,Cameras,Eva Brown,24,426.71,10241.01,0.212,4.4
2020-04-02,Asia Pacific,Smartphones,Henry Taylor,14,634.77,8886.72,0.225,4.9
2023-11-02,Asia Pacific,Smart TVs,Carol Davis,25,709.58,17739.54,0.315,3.7
2024-05-02,Asia Pacific,Headphones,Carol Davis,23,144.14,3315.17,0.307,4.9
2023-06-03,North America,Gaming Consoles,Alice Johnson,24,378.11,9074.65,0.16,4.5
2020-12-14,Asia Pacific,Laptops,David Wilson,33,716.9,23657.7,0.282,4.9
2021-10-02,North America,Tablets,Carol Davis,9,240.81,2167.33,0.181,3.6
2023-11-18,Latin America,Laptops,Henry Taylor,30,919.49,27584.56,0.229,4.0
2024-10-19,North America,Cameras,Henry Taylor,24,537.8,12907.2,0.263,4.5
2022-06-09,Asia Pacific,Laptops,Bob Smith,15,886.73,13300.98,0.237,4.9
2020-08-04,Europe,Gaming Consoles,Bob Smith,23,336.98,7750.54,0.288,5.0
2020-10-24,Middle East & Africa,Smartphones,Eva Brown,15,695.47,10432.06,0.22,4.3
2023-06-11,Asia Pacific,Tablets,Grace Lee,25,264.36,6608.98,0.24,4.7
2021-08-27,Middle East & Africa,Tablets,Frank Miller,24,258.32,6199.66,0.292,4.5
2024-12-20,Europe,Smart Watches,Frank Miller,27,221.61,5983.57,0.268,4.9
2024-09-11,Latin America,Headphones,David Wilson,23,134.83,3101.14,0.349,3.7
2020-09-29,North America,Smart TVs,Henry Taylor,16,693.29,11092.57,0.33,3.6
2020-07-29,Europe,Gaming Consoles,David Wilson,21,431.37,9058.67,0.218,3.7
2022-11-18,Europe,Smart Watches,Alice Johnson,33,203.36,6711.04,0.178,4.4
2022-07-18,Middle East & Africa,Smart TVs,Alice Johnson,22,779.67,17152.74,0.169,4.3
2024-11-22,Latin America,Smartphones,Carol Davis,24,595.06,14281.44,0.253,3.9
2022-10-25,Latin America,Laptops,David Wilson,22,942.65,20738.32,0.336,4.1
2021-08-23,Asia Pacific,Smartphones,David Wilson,11,524.32,5767.48,0.218,4.3
2022-07-21,Middle East & Africa,Tablets,Eva Brown,31,329.32,10209.05,0.274,4.7
2020-06-18,Europe,Smart Watches,Grace Lee,20,233.53,4670.68,0.272,4.4
2022-03-26,Latin America,Smart Watches,Carol Davis,5,287.98,1439.91,0.159,4.6
2021-08-06,Europe,Headphones,Eva Brown,25,171.15,4278.66,0.26,3.8
2022-04-17,Asia Pacific,Tablets,Alice Johnson,20,259.02,5180.49,0.313,3.7
2022-08-05,Middle East & Africa,Smart Watches,David Wilson,24,278.99,6695.68,0.274,3.7
2024-05-19,Middle East & Africa,Headphones,Grace Lee,19,154.84,2942.04,0.228,3.8
2024-12-23,Asia Pacific,Gaming Consoles,Henry Taylor,27,413.94,11176.41,0.163,4.7
2020-04-01,Latin America,Headphones,Henry Taylor,17,177.37,3015.37,0.303,5.0
2024-06-06,Latin America,Tablets,Alice Johnson,13,282.94,3678.19,0.205,4.7
2023-09-10,Middle East & Africa,Cameras,Bob Smith,18,570.16,10262.8,0.235,3.6
2021-05-06,Asia Pacific,Laptops,David Wilson,19,655.35,12451.58,0.305,4.4
2023-05-16,North America,Tablets,Henry Taylor,21,267.37,5614.72,0.152,3.7
2021-04-28,Asia Pacific,Tablets,Eva Brown,10,299.66,2996.64,0.234,3.8
2023-06-05,Asia Pacific,Headphones,Grace Lee,14,123.18,1724.56,0.259,3.9
2022-12-03,North America,Cameras,Frank Miller,39,557.13,21728.2,0.285,3.7
2023-11-07,Asia Pacific,Gaming Consoles,Eva Brown,43,422.85,18182.69,0.226,4.9
2022-10-28,Middle East & Africa,Gaming Consoles,Eva Brown,27,448.57,12111.3,0.349,3.9
2020-08-18,Asia Pacific,Gaming Consoles,Henry Taylor,32,323.61,10355.45,0.161,3.6
2024-09-23,Asia Pacific,Smart Watches,Frank Miller,23,209.15,4810.41,0.253,3.8
2024-05-30,Latin America,Headphones,Eva Brown,14,176.31,2468.41,0.187,5.0
2020-03-08,Middle East & Africa,Laptops,Grace Lee,21,936.64,19669.36,0.283,4.5
2024-12-02,Middle East & Africa,Laptops,Eva Brown,28,655.49,18353.63,0.18,4.1
2023-07-24,Europe,Tablets,David Wilson,21,298.7,6272.62,0.309,4.5
2024-01-18,Europe,Smartphones,Henry Taylor,23,574.0,13202.05,0.274,5.0
2021-10-16,Middle East & Africa,Tablets,Alice Johnson,19,258.26,4906.96,0.185,3.9
2024-05-07,Latin America,Smartphones,David Wilson,22,510.62,11233.6,0.322,4.4
2021-07-03,Latin America,Gaming Consoles,Frank Miller,30,475.1,14252.93,0.342,4.0
2024-05-03,Middle East & Africa,Gaming Consoles,Frank Miller,18,361.12,6500.14,0.283,4.1
2020-06-29,North America,Smart TVs,David Wilson,24,817.33,19615.94,0.33,4.2
2022-01-01,North America,Cameras,Frank Miller,17,572.21,9727.61,0.164,4.5
2021-09-11,Middle East & Africa,Laptops,David Wilson,16,740.06,11840.94,0.171,3.5
2020-03-03,Europe,Laptops,Alice Johnson,20,911.15,18223.07,0.152,4.1
2024-08-21,Middle East & Africa,Tablets,Eva Brown,21,281.73,5916.38,0.254,4.5
2024-12-22,Middle East & Africa,Gaming Consoles,Bob Smith,39,392.25,15297.65,0.232,4.5
2020-04-14,North America,Smartphones,David Wilson,18,581.65,10469.7,0.264,4.9
2021-04-06,Latin America,Smartphones,Carol Davis,20,504.53,10090.68,0.319,4.4
2022-02-09,Asia Pacific,Smartphones,David Wilson,18,583.32,10499.73,0.243,3.9
2024-02-09,North America,Cameras,Henry Taylor,20,471.63,9432.58,0.226,4.1
2020-05-11,Middle East & Africa,Laptops,Alice Johnson,20,936.71,18734.12,0.268,4.1
2020-05-28,Asia Pacific,Headphones,Carol Davis,31,126.73,3928.5,0.238,4.2
2021-04-18,Europe,Smart Watches,Bob Smith,19,203.56,3867.66,0.25,4.3
2021-06-05,Asia Pacific,Cameras,Eva Brown,18,562.15,10118.63,0.339,3.7
2024-03-19,Europe,Tablets,Grace Lee,15,311.27,4669.09,0.18,4.1
2021-08-21,Latin America,Smart Watches,Eva Brown,19,241.66,4591.53,0.28,4.0
2021-07-04,Europe,Laptops,David Wilson,22,751.95,16542.95,0.276,4.7
2021-04-25,Latin America,Smart Watches,Eva Brown,23,206.78,4755.93,0.295,4.7
2020-02-29,Europe,Smartphones,Henry Taylor,19,682.85,12974.23,0.255,4.5
2023-04-03,North America,Headphones,Alice Johnson,22,163.6,3599.21,0.339,4.7
2022-03-29,North America,Laptops,David Wilson,16,775.9,12414.36,0.181,4.7
2024-01-19,Latin America,Smart TVs,Alice Johnson,12,725.41,8704.93,0.27,4.1
2024-11-24,Europe,Smart Watches,Carol Davis,36,293.16,10553.63,0.292,4.6
2022-08-17,North America,Cameras,David Wilson,16,441.98,7071.66,0.248,3.5
2024-04-05,Latin America,Gaming Consoles,Alice Johnson,16,331.22,5299.5,0.155,3.9
2022-06-23,North America,Gaming Consoles,Eva Brown,30,325.93,9777.85,0.257,4.6
2023-03-13,Europe,Smart Watches,Alice Johnson,17,235.12,3997.11,0.312,4.0
2024-05-07,Middle East & Africa,Smart Watches,Carol Davis,19,211.7,4022.39,0.187,3.7
2020-07-04,Middle East & Africa,Smart TVs,Alice Johnson,24,659.79,15834.92,0.215,3.5
2024-01-31,Europe,Laptops,Bob Smith,20,722.64,14452.89,0.246,5.0
2021-09-13,Latin America,Cameras,Frank Miller,24,424.58,10189.97,0.191,4.1
2023-03-24,Latin America,Laptops,Alice Johnson,23,754.32,17349.3,0.265,4.0
2021-06-19,Europe,Smart TVs,Carol Davis,21,795.74,16710.55,0.267,3.6
2021-11-26,Asia Pacific,Cameras,Frank Miller,36,461.76,16623.26,0.208,4.7
2020-09-01,North America,Laptops,David Wilson,17,642.68,10925.51,0.167,3.7
2024-03-20,Asia Pacific,Smartphones,Bob Smith,11,599.19,6591.14,0.179,4.9
2024-01-25,Middle East & Africa,Tablets,Grace Lee,21,300.69,6314.47,0.313,4.8
2024-03-11,Asia Pacific,Cameras,Eva Brown,19,529.82,10066.51,0.22,4.9
2023-09-18,Latin America,Gaming Consoles,Bob Smith,13,373.28,4852.66,0.225,3.8
2020-04-22,Middle East & Africa,Smartphones,Alice Johnson,23,554.63,12756.57,0.17,3.9
2021-02-21,Asia Pacific,Gaming Consoles,Henry Taylor,20,342.41,6848.14,0.214,4.4
2024-06-10,Middle East & Africa,Gaming Consoles,David Wilson,21,444.88,9342.55,0.301,4.4
2020-03-18,Middle East & Africa,Smart TVs,David Wilson,23,804.29,18498.66,0.193,3.6
2020-04-04,North America,Laptops,Eva Brown,25,822.67,20566.82,0.255,3.6
2020-10-19,North America,Smart TVs,Alice Johnson,15,726.21,10893.16,0.183,3.7
2021-05-05,Latin America,Smart Watches,David Wilson,23,220.6,5073.91,0.18,4.7
2022-02-14,Middle East & Africa,Smart TVs,Henry Taylor,18,830.03,14940.49,0.173,4.0
2020-12-08,Middle East & Africa,Gaming Consoles,Carol Davis,24,363.93,8734.25,0.315,3.5
2023-07-10,Middle East & Africa,Smart Watches,David Wilson,19,278.5,5291.42,0.188,4.5
2024-06-30,Europe,Smart Watches,Alice Johnson,24,242.56,5821.35,0.26,4.5
2022-02-21,North America,Cameras,Frank Miller,17,538.77,9159.07,0.279,4.5
2023-11-16,Latin America,Smart Watches,Carol Davis,28,237.35,6645.86,0.29,4.8
2024-06-19,Europe,Smart Watches,Alice Johnson,22,267.98,5895.58,0.262,4.4
2020-11-14,Latin America,Smart Watches,Eva Brown,36,256.28,9226.13,0.159,3.6
2021-04-04,Middle East & Africa,Laptops,Alice Johnson,25,810.28,20257.06,0.23,3.7
2022-12-28,North America,Cameras,Henry Taylor,27,410.46,11082.29,0.201,3.6
2021-11-29,North America,Cameras,Frank Miller,25,558.96,13973.99,0.173,4.3
2022-09-05,Europe,Tablets,Alice Johnson,20,284.17,5683.41,0.175,3.6
2022-08-05,Europe,Smartphones,Frank Miller,21,604.94,12703.68,0.228,4.4
2021-10-23,Middle East & Africa,Headphones,Bob Smith,19,145.02,2755.44,0.283,4.2
2024-02-01,Latin America,Headphones,Bob Smith,20,152.83,3056.55,0.158,4.0
2024-07-12,North America,Smart Watches,Bob Smith,34,229.56,7805.17,0.266,4.9
2022-09-10,Latin America,Smart TVs,Henry Taylor,17,662.1,11255.69,0.322,3.9
2021-02-16,Middle East & Africa,Tablets,Frank Miller,22,326.21,7176.7,0.255,3.6
2023-10-08,North America,Smart Watches,Grace Lee,23,274.77,6319.81,0.238,4.6
2021-01-11,Middle East & Africa,Cameras,Eva Brown,24,475.78,11418.66,0.157,3.7
2023-11-18,Middle East & Africa,Laptops,David Wilson,25,939.7,23492.52,0.226,4.4
2023-10-06,Asia Pacific,Gaming Consoles,Bob Smith,15,468.88,7033.27,0.31,4.1
2024-07-14,Middle East & Africa,Headphones,Grace Lee,27,134.33,3627.03,0.158,4.4
2022-05-05,Latin America,Tablets,Carol Davis,26,318.89,8291.23,0.329,4.1
2020-07-23,Asia Pacific,Smartphones,Henry Taylor,25,708.14,17703.55,0.199,4.6
2022-07-07,Latin America,Smartphones,Frank Miller,25,594.02,14850.47,0.309,4.0
2023-10-15,Latin America,Smartphones,Bob Smith,21,520.86,10938.16,0.277,4.1
2024-01-09,North America,Smart Watches,Eva Brown,15,281.83,4227.47,0.278,4.0
2024-07-18,Europe,Gaming Consoles,Eva Brown,20,409.11,8182.16,0.172,4.9
2020-07-24,North America,Headphones,Carol Davis,18,137.14,2468.48,0.204,4.8
2021-06-23,Asia Pacific,Laptops,Eva Brown,25,828.9,20722.51,0.337,3.5
2021-05-29,North America,Laptops,Grace Lee,15,855.02,12825.33,0.242,5.0
2021-06-08,Middle East & Africa,Laptops,Eva Brown,24,909.82,21835.61,0.246,3.8
2020-09-04,Latin America,Cameras,David Wilson,15,482.64,7239.61,0.325,3.7
2024-07-05,Asia Pacific,Laptops,Eva Brown,18,936.58,16858.41,0.225,3.9
2021-06-05,North America,Laptops,Eva Brown,25,784.46,19611.38,0.199,4.7
2021-03-03,Europe,Tablets,David Wilson,20,347.93,6958.69,0.335,4.1
2024-05-24,Latin America,Tablets,Alice Johnson,14,330.9,4632.54,0.195,3.6
2021-04-16,Asia Pacific,Smart TVs,Frank Miller,22,595.41,13099.12,0.233,3.5
2020-12-07,Asia Pacific,Gaming Consoles,Frank Miller,21,391.68,8225.2,0.188,3.9
2024-03-29,North America,Tablets,Henry Taylor,19,345.2,6558.84,0.193,4.7
2023-01-18,Latin America,Cameras,Carol Davis,16,486.93,7790.9,0.216,3.8
2022-07-01,Asia Pacific,Tablets,Henry Taylor,20,274.7,5494.03,0.212,4.3
2021-01-17,Middle East & Africa,Smart TVs,Alice Johnson,27,791.09,21359.43,0.313,4.9
2020-08-20,Latin America,Smart Watches,Frank Miller,21,262.65,5515.62,0.309,5.0
2023-07-02,Europe,Laptops,Eva Brown,22,841.57,18514.64,0.154,4.3
2022-08-29,Latin America,Laptops,David Wilson,24,749.01,17976.23,0.163,3.8
2023-11-08,Europe,Smartphones,David Wilson,39,544.49,21235.04,0.22,4.6
2021-05-27,North America,Smartphones,David Wilson,21,668.58,14040.19,0.34,4.0
2022-03-30,Europe,Tablets,Frank Miller,19,357.28,6788.4,0.319,3.8
2023-12-16,North America,Tablets,Carol Davis,34,265.35,9021.95,0.277,5.0
2022-06-16,Asia Pacific,Headphones,Henry Taylor,24,165.7,3976.91,0.162,5.0
2021-09-03,North America,Laptops,Eva Brown,19,819.46,15569.74,0.196,4.7
2023-03-25,Middle East & Africa,Smartphones,Alice Johnson,25,685.04,17126.08,0.287,4.3
2024-10-12,North America,Cameras,Eva Brown,15,501.03,7515.49,0.256,4.7
2020-04-15,Latin America,Smart TVs,Grace Lee,15,804.62,12069.26,0.165,3.9
2022-12-02,Asia Pacific,Cameras,Carol Davis,39,402.37,15692.6,0.21,4.4
2024-09-30,Europe,Gaming Consoles,David Wilson,22,331.28,7288.18,0.266,4.6
2021-11-27,Asia Pacific,Smart TVs,Frank Miller,25,711.09,17777.31,0.176,4.3
2021-12-23,Europe,Tablets,Carol Davis,37,277.46,10265.85,0.153,3.6
2023-08-25,Latin America,Laptops,Frank Miller,22,675.33,14857.18,0.244,3.6
2022-10-23,Europe,Smart TVs,Frank Miller,20,818.82,16376.38,0.26,4.4
2023-08-21,Middle East & Africa,Cameras,Alice Johnson,24,568.84,13652.21,0.236,4.7
2021-12-22,Latin America,Gaming Consoles,Carol Davis,34,367.6,12498.36,0.209,4.6
2020-10-30,Latin America,Cameras,Frank Miller,23,420.9,9680.62,0.198,4.1
2020-01-13,Latin America,Laptops,Henry Taylor,23,741.98,17065.61,0.24,4.4
2023-03-19,Asia Pacific,Smart TVs,David Wilson,12,791.05,9492.65,0.211,5.0
2021-05-12,Europe,Smartphones,Eva Brown,19,589.83,11206.86,0.202,4.6
2023-08-17,Latin America,Smart Watches,Eva Brown,25,272.51,6812.73,0.174,3.8
2022-08-13,Asia Pacific,Smart TVs,Eva Brown,17,591.43,10054.27,0.208,4.4
2023-04-01,North America,Cameras,Grace Lee,19,527.53,10023.12,0.209,4.6
2023-08-17,Latin America,Tablets,Frank Miller,19,291.32,5535.14,0.341,3.8
2022-09-23,Asia Pacific,Smartphones,Frank Miller,18,501.25,9022.42,0.272,3.9
2022-05-18,Latin America,Gaming Consoles,Carol Davis,20,431.71,8634.29,0.275,3.8
2021-06-05,Middle East & Africa,Smart TVs,Bob Smith,24,650.25,15606.11,0.272,4.9
2020-03-31,Middle East & Africa,Smartphones,David Wilson,15,655.06,9825.93,0.343,3.7
2021-10-30,Asia Pacific,Tablets,Henry Taylor,22,248.56,5468.29,0.164,3.8
2024-01-18,Latin America,Headphones,Frank Miller,18,128.74,2317.28,0.157,4.2
2021-06-14,North America,Tablets,Carol Davis,27,317.43,8570.7,0.315,3.7
2023-01-22,Europe,Smart Watches,Bob Smith,21,207.23,4351.77,0.288,4.3
2024-06-14,Latin America,Smartphones,Alice Johnson,22,597.5,13145.02,0.212,4.8
2022-12-14,Europe,Laptops,Grace Lee,34,868.17,29517.62,0.182,3.9
2022-01-08,Europe,Cameras,Eva Brown,19,402.84,7653.97,0.181,4.1
2024-05-14,Asia Pacific,Cameras,David Wilson,18,502.04,9036.77,0.176,4.6
2022-04-28,Middle East & Africa,Gaming Consoles,Frank Miller,27,328.81,8877.76,0.187,4.9
2020-07-14,Middle East & Africa,Cameras,Bob Smith,24,565.57,13573.58,0.155,3.9
2021-11-09,Europe,Smart TVs,Alice Johnson,28,685.86,19203.94,0.344,4.8
2023-10-12,Europe,Laptops,Henry Taylor,15,662.88,9943.21,0.228,4.6
2022-06-17,Asia Pacific,Tablets,Frank Miller,22,359.34,7905.55,0.341,4.8
2023-09-07,Europe,Tablets,Eva Brown,17,352.36,5990.16,0.154,4.2
2020-06-26,Asia Pacific,Smart TVs,Henry Taylor,24,597.01,14328.13,0.225,4.5
2020-02-04,North America,Smart Watches,Grace Lee,17,251.13,4269.21,0.341,4.2
2020-04-26,Europe,Gaming Consoles,Bob Smith,28,384.06,10753.59,0.324,4.0
2024-10-17,North America,Cameras,Bob Smith,10,541.25,5412.46,0.307,4.2
2021-08-17,Middle East & Africa,Tablets,Bob Smith,19,256.89,4880.97,0.253,4.4
2023-11-28,Europe,Gaming Consoles,Grace Lee,34,466.31,15854.56,0.154,4.9
